ID,item_cnt_month
0,0.39521253
1,0.13340557
2,0.62304306
3,0.13382581
4,0.13340557
5,0.5447381
6,0.86477923
7,0.13340557
8,1.1249164
9,0.13340557
10,1.6239991
11,0.19434154
12,0.04871756
13,0.28165108
14,1.583394
15,3.4100199
16,0.13340557
17,0.13340557
18,1.2771615
19,0.13340557
20,0.6336009
21,0.13340557
22,0.7355468
23,0.7895604
24,1.3356509
25,0.13340557
26,0.13340557
27,0.43037003
28,0.5785744
29,2.3762343
30,0.62871027
31,0.13340557
32,0.5138052
33,0.5647993
34,0.13340557
35,0.13340557
36,0.13340557
37,0.537663
38,0.19434154
39,0.13340557
40,0.48694688
41,1.094985
42,3.3252141
43,3.7213924
44,0.43205988
45,0.13340557
46,0.57986075
47,0.13340557
48,0.15951768
49,0.79328084
50,1.1320696
51,0.19434154
52,0.4915375
53,0.13382581
54,2.4218621
55,1.8613135
56,2.0550208
57,1.4791664
58,5.807042
59,6.8057218
60,4.3323483
61,0.39804932
62,0.39521253
63,0.2222088
64,0.13340557
65,0.13340557
66,0.64647406
67,0.13340557
68,0.43205988
69,0.029805988
70,0.13340557
71,1.5635263
72,0.3228773
73,0.67566985
74,0.13340557
75,0.13340557
76,0.2222088
77,0.13340557
78,0.20812064
79,0.4040398
80,0.8434831
81,3.276958
82,0.7204326
83,0.15723532
84,1.128906
85,1.1764472
86,0.37229583
87,0.080706626
88,3.0134492
89,1.3996775
90,0.607199
91,0.2222088
92,1.4377348
93,0.13382581
94,0.22046056
95,0.13340557
96,0.13340557
97,0.6063331
98,0.6137823
99,1.3997531
100,2.15884
101,0.52035195
102,0.12526533
103,0.2222088
104,0.13340557
105,0.13340557
106,0.13340557
107,1.325252
108,0.13340557
109,0.13340557
110,0.15723532
111,0.13340557
112,0.13340557
113,0.13340557
114,0.24346963
115,0.19476175
116,0.13340557
117,0.085501105
118,6.9425077
119,0.13340557
120,0.13340557
121,0.13340557
122,0.2222088
123,0.44908255
124,0.6965049
125,0.9809437
126,0.13340557
127,0.13340557
128,0.13340557
129,0.14021716
130,0.2222088
131,0.13340557
132,0.34461185
133,3.5163825
134,0.13340557
135,0.2222088
136,0.19434154
